"EmployeeNumber","Surname","GivenName","Gender","City","JobTitle","DepartmentName","StoreLocation","Division","Age","LengthService","AbsentHours","BusinessUnit","AbsenceRate"
1426,"Maggi","Cindy","F","Victoria","Dairy Person","Dairy","Victoria","Stores",22.24290054,6.413218327,0,"Stores",-1.237591947
1427,"Lee","Diane","F","Surrey","Meats Manager","Meats","Surrey","Stores",36.47399258,6.141782904,39.18573986,"Stores",1.667416663
1428,"Goodwyn","Donald","M","Victoria","Meats Manager","Meats","Victoria","Stores",45.7918381,6.887049489,47.43845096,"Stores",3.48626911
1429,"Cason","Marion","F","New Westminster","Dairy Person","Dairy","New Westminster","Stores",37.8396015,4.016156317,26.62167549,"Stores",2.135462006
1430,"Epps","William","M","Vancouver","Dairy Person","Dairy","Vancouver","Stores",51.06389361,7.135471637,85.24533053,"Stores",4.530998441
1431,"Wilker","Domenic","M","Victoria","Produce Manager","Produce","Victoria","Stores",44.7003732,5.179611066,62.14543921,"Stores",3.419273566
1432,"Authement","Anthony","M","Chilliwack","Dairy Person","Dairy","Chilliwack","Stores",54.33455154,5.817339191,126.2616659,"Stores",5.311850291
1433,"Wiseman","Sharon","F","Victoria","Bakery Manager","Bakery","Victoria","Stores",39.96924226,5.416714885,1.824368791,"Stores",2.440262328
1434,"Begley","Paul","M","Gold Bridge","Produce Manager","Produce","Kamloops","Stores",50.80325483,5.520115359,72.02507041,"Stores",4.623870316
1435,"Anderson","Mark","M","Port Coquitlam","Store Manager","Store Management","Port Coquitlam","Stores",45.56986555,6.28442363,27.55449072,"Stores",3.495667438
1436,"Harrison","Kristina","F","Cassiar","Bakery Manager","Bakery","Terrace","Stores",40.36308035,7.053341352,33.39821207,"Stores",2.372433981
1438,"Filer","Thomas","M","Cortes Island","Dairy Person","Dairy","Cortes Island","Stores",55.48886783,5.599104022,134.7295885,"Stores",5.565171711
1439,"Comer","George","M","Burnaby","Store Manager","Store Management","Burnaby","Stores",39.77757323,3.230892194,12.7656897,"Stores",2.598523375
1440,"Dee","Kenneth","M","Victoria","Dairy Person","Dairy","Victoria","Stores",45.64735324,5.186388574,55.56033286,"Stores",3.6103423
1441,"Blazek","Sheila","F","New Westminster","Labor Relations Analyst","Labor Relations","Vancouver","HumanResources",55.747626,37.747626,0,"HeadOffice",2.719282129
1442,"Gold","Olga","F","Surrey","Produce Manager","Produce","Surrey","Stores",49.98121599,3.81035651,94.06359589,"Stores",4.611618923
1443,"Timmins","Leslie","F","Vancouver","Labor Relations Analyst","Labor Relations","Vancouver","HumanResources",42.15682,5.75773,79.16154896,"HeadOffice",2.852310113
1444,"Jones","Jane","F","Kelowna","Bakery Manager","Bakery","Kelowna","Stores",51.83354142,5.394220341,131.7068457,"Stores",4.843762003
1445,"Crossland","Scott","M","Lumby","Produce Manager","Produce","Vernon","Stores",45.53892741,6.614583115,63.85111266,"Stores",3.459640541
1446,"Boyer","Deborah","F","Vernon","Bakery Manager","Bakery","Vernon","Stores",52.07950558,6.461382177,97.28657695,"Stores",4.79734084
1447,"Marcus","James","M","White Rock","Labor Relations Analyst","Labor Relations","Vancouver","HumanResources",49.15581,7.925135,73.82479447,"HeadOffice",4.073590172
1448,"Dion","James","M","Vancouver","Labor Relations Analyst","Labor Relations","Vancouver","HumanResources",42.58173,15.224236,73.21907133,"HeadOffice",2.084888935
1449,"Vidal","Melinda","F","Squamish","Meats Manager","Meats","Squamish","Stores",38.61335919,5.925379641,65.96238655,"Stores",2.119958541
1450,"Ebert","Stephanie","F","Richmond","Dairy Person","Dairy","Richmond","Stores",36.90895378,5.33038388,57.2664641,"Stores",1.828607394
1451,"Clark","Tammy","F","Vancouver","Cashier","Customer Service","Vancouver","Stores",39.9315008,5.571331929,55.31590817,"Stores",2.418683927
1452,"Ross","Pauline","F","Vancouver","Cashier","Customer Service","Vancouver","Stores",55.6487888,4.713588514,133.8876581,"Stores",5.677372886
1453,"Yohe","Rodney","M","Oliver","Dairy Person","Dairy","Kelowna","Stores",38.60576372,4.296521622,47.06631087,"Stores",2.265266529
1454,"Butts","Dorothy","F","Hemlock Valley","Dairy Person","Dairy","Chilliwack","Stores",48.77835421,6.272481733,105.9587764,"Stores",4.146179341
1455,"Lemus","Jody","F","Kamloops","Meat Cutter","Meats","Kamloops","Stores",25.36862891,5.564485601,0,"Stores",-0.528393015
1456,"Littleton","Linda","F","Campbell River","Dairy Manager","Dairy","Nanaimo","Stores",63.2971665,6.153505576,192.4024004,"Stores",7.095681304
1457,"Darnell","Francis","M","Vancouver","Cashier","Customer Service","Vancouver","Stores",45.34138218,5.166339668,90.5038811,"Stores",3.550217665
1458,"Dean","Leon","M","Burnaby","Labor Relations Analyst","Labor Relations","Vancouver","HumanResources",50.16356,12.892066,55.7344216,"HeadOffice",3.829789891
1459,"Larson","Virginia","F","Campbell River","Dairy Person","Dairy","Nanaimo","Stores",40.74980433,5.180162015,70.57692472,"Stores",2.619582943
1460,"Payson","Robert","M","Kamloops","Dairy Person","Dairy","Kamloops","Stores",42.77444881,7.211039769,57.90392478,"Stores",2.846306036
1461,"Horne","Melanie","F","Vancouver","Labor Relations Analyst","Labor Relations","Vancouver","HumanResources",55.02358,32.898107,107.140599,"HeadOffice",3.009922421
1462,"Chittenden","Roger","M","Vancouver","Cashier","Customer Service","Vancouver","Stores",46.62504149,6.970487941,59.77611358,"Stores",3.647396966
1463,"Covington","Carol","F","Port Coquitlam","HRIS Analyst","HR Technology","Vancouver","HumanResources",49.09517,19.364606,74.76584211,"HeadOffice",3.030020586
1464,"Rouse","Timothy","M","Vancouver","Cashier","Customer Service","Vancouver","Stores",27.08875406,2.749744558,0,"Stores",0.073535821
1465,"Averill","Eunice","F","Okanagan Mission","Processed Foods Manager","Processed Foods","Kelowna","Stores",40.29058696,7.304590038,55.08966243,"Stores",2.335109815
1466,"Ramos","Marvin","M","Douglas Lake","Bakery Manager","Bakery","Kamloops","Stores",65.77715572,6.659827736,146.0409239,"Stores",7.552013743
1467,"Gladden","Coletta","F","Vancouver","Cashier","Customer Service","Vancouver","Stores",36.01431665,6.899703565,0.736393853,"Stores",1.506044585
1468,"Pettis","Monica","F","Vancouver","Cashier","Customer Service","Vancouver","Stores",45.24259686,5.501998639,83.50761493,"Stores",3.499961922
1469,"Fanning","Harold","M","Vancouver","HRIS Analyst","HR Technology","Vancouver","HumanResources",42.79001,12.892066,0,"HeadOffice",2.33729786
1470,"Garcia","Deanna","F","Richmond","HRIS Analyst","HR Technology","Vancouver","HumanResources",57.42429,18.69261862,72.85543144,"HeadOffice",4.776512317
1471,"Reynolds","Elizabeth","F","Nanaimo","Dairy Person","Dairy","Nanaimo","Stores",49.51621704,5.482056946,85.1366684,"Stores",4.366789998
1472,"Alvarado","Richard","M","Surrey","Dairy Person","Dairy","Surrey","Stores",64.94739889,4.425873758,132.7733698,"Stores",7.585457568
1473,"Hardin","Vicky","F","Surrey","Dairy Person","Dairy","Surrey","Stores",41.76341984,7.176922737,83.77301342,"Stores",2.644737779
1474,"Garcia","Alberta","F","Fort St John","Meats Manager","Meats","Fort St John","Stores",49.8769992,3.405569914,127.3722516,"Stores",4.627016704
1475,"Pineiro","Lola","F","Burnaby","HRIS Analyst","HR Technology","Vancouver","HumanResources",43.31678,18.69256653,65.27648766,"HeadOffice",1.920993385
1476,"Hebert","Lyle","M","Bella Bella","Store Manager","Store Management","Bella Bella","Stores",32.11181195,5.254467438,0,"Stores",0.864454302
1477,"Gibson","Dennis","M","New Westminster","Dairy Person","Dairy","New Westminster","Stores",50.42173453,6.58563983,66.37530979,"Stores",4.450586633
1478,"Baker","Kevin","M","Fort St John","Dairy Person","Dairy","Fort St John","Stores",44.81447287,8.445082488,55.51660147,"Stores",3.147978696
1479,"Hatcher","Debbie","F","Chilliwack","Dairy Person","Dairy","Chilliwack","Stores",55.33189518,5.180933263,141.4982522,"Stores",5.571097709
1480,"Weir","Lisa","F","Vancouver","HRIS Analyst","HR Technology","Vancouver","HumanResources",62.76038,18.69251443,86.67103157,"HeadOffice",5.856608208
1481,"Short","Raquel","F","Field","Store Manager","Store Management","Cranbrook","Stores",64.00972446,5.180980798,206.8483539,"Stores",7.327586705
1482,"Loving","David","M","Duncan","Produce Manager","Produce","Quesnel","Stores",62.21578508,3.249187174,116.1338993,"Stores",7.138628332
1483,"Walters","Mary","F","Williams Lake","Meats Manager","Meats","Williams Lake","Stores",26.79748303,4.403303096,5.364356181,"Stores",-0.134493024
1484,"Vinson","Jack","M","New Westminster","HRIS Analyst","HR Technology","Vancouver","HumanResources",48.64208,8.802021,33.24772776,"HeadOffice",3.890551917
1485,"Tandy","Genoveva","F","Vancouver","HRIS Analyst","HR Technology","Vancouver","HumanResources",38.65633,18.69246234,75.15845628,"HeadOffice",0.977673652
1486,"Fox","James","M","Surrey","Benefits Admin","Employee Records","Vancouver","HumanResources",42.15682,11.435959,55.31904664,"HeadOffice",2.340404349
1487,"Peterson","Alexander","M","Vancouver","HRIS Analyst","HR Technology","Vancouver","HumanResources",34.20183201,16.20183201,0,"HeadOffice",0.300567811
1488,"Orr","Harlan","M","New Westminster","Benefits Admin","Employee Records","Vancouver","HumanResources",49.15581,15.82257293,59.98457265,"HeadOffice",3.361617478
1489,"Bigham","Gale","F","Victoria","Processed Foods Manager","Processed Foods","Victoria","Stores",47.97137266,5.602201463,63.43560663,"Stores",4.043264267
1490,"Chambers","Diana","F","Armstrong","Dairy Person","Dairy","Vernon","Stores",48.36789808,4.005763906,105.9357318,"Stores",4.26744823
1491,"Ho","Marla","F","Castlegar","Store Manager","Store Management","Trail","Stores",24.44283322,4.308135631,12.04024263,"Stores",-0.60252188
1492,"Utley","Holly","F","Sooke","Customer Service Manager","Customer Service","Victoria","Stores",41.48756392,3.986019603,33.8236652,"Stores",2.876568801
1493,"McCoy","Daren","M","Burnaby","Dairy Person","Dairy","Burnaby","Stores",30.19329311,4.155218055,7.036658112,"Stores",0.57522377
1494,"Weldon","Thomas","M","Victoria","Meat Cutter","Meats","Victoria","Stores",32.06569876,4.762903741,0,"Stores",0.899436087
1495,"Watson","Sara","F","Vernon","Processed Foods Manager","Processed Foods","Vernon","Stores",38.53321523,3.955732708,38.16330314,"Stores",2.2813048
1496,"Winter","Lauren","F","Kelowna","Dairy Person","Dairy","Kelowna","Stores",48.84428698,7.83927459,74.07066204,"Stores",4.018274819
1497,"Clark","Ozella","F","New Westminster","Benefits Admin","Employee Records","Vancouver","HumanResources",42.58173,18.69241025,52.09835351,"HeadOffice",1.77222483
1498,"McKnight","Nanci","F","Vancouver","Benefits Admin","Employee Records","Vancouver","HumanResources",50.16356,18.69235815,67.46468364,"HeadOffice",3.306879845
1499,"Hunley","Jennifer","F","Victoria","Meat Cutter","Meats","Victoria","Stores",48.04805619,5.379648234,101.9259527,"Stores",4.078849603
1500,"Petty","Kathleen","F","Surrey","Benefits Admin","Employee Records","Vancouver","HumanResources",55.02358,18.69230606,150.626281,"HeadOffice",4.29060895
1501,"Rosario","George","M","Victoria","Dairy Person","Dairy","Victoria","Stores",52.20913323,6.815293122,103.9698686,"Stores",4.791673072
1502,"Baez","Gertrude","F","Burns Lake","Store Manager","Store Management","Prince George","Stores",36.33405177,7.826294182,38.65680322,"Stores",1.487228347
1503,"Jones","Alberto","M","Nanaimo","Dairy Person","Dairy","Nanaimo","Stores",30.84333485,4.801733063,17.94165628,"Stores",0.648514901
1504,"Stalcup","Sarah","F","Ocean Falls","Meat Cutter","Meats","Ocean Falls","Stores",65.80746173,6.715307903,189.8077884,"Stores",7.553146362
1505,"Longworth","Reginald","M","Aldergrove","Dairy Person","Dairy","Aldergrove","Stores",53.13571661,5.620193403,93.82452332,"Stores",5.086965357
1506,"Carroll","Rodney","M","Vananda","Dairy Person","Dairy","Nanaimo","Stores",47.63036532,6.325399922,79.86886533,"Stores",3.909042377
1507,"Bryant","Jane","F","Nanaimo","Dairy Person","Dairy","Nanaimo","Stores",38.03561896,8.146647488,92.18883785,"Stores",1.802764672
1508,"Pierre","Stephen","M","Haney","Cashier","Customer Service","Haney","Stores",50.53324083,6.248608539,102.764077,"Stores",4.503540969
1509,"Hall","Lillian","F","Alexis Creek","Dairy Person","Dairy","Williams Lake","Stores",47.33959139,5.835567386,111.4056818,"Stores",3.894345922
1510,"Eaton","Margaret","F","Fort Nelson","Meat Cutter","Meats","Fort Nelson","Stores",37.09559187,5.9139477,51.3980276,"Stores",1.81377545
1511,"Delagarza","Arthur","M","Richmond","Dairy Person","Dairy","Richmond","Stores",38.57064577,4.482237059,12.27249277,"Stores",2.241415564
1512,"Eaton","Mario","M","Parson","Meats Manager","Meats","Cranbrook","Stores",35.05792489,5.411365722,0,"Stores",1.446636976
1514,"Thomas","William","M","New Westminster","Dairy Person","Dairy","New Westminster","Stores",40.11051662,6.44525565,2.097457274,"Stores",2.376132516
1515,"Beeman","Joseph","M","New Westminster","Dairy Person","Dairy","New Westminster","Stores",27.49426529,3.653254105,0,"Stores",0.074162475
1516,"Naquin","Christina","F","North Vancouver","Compensation Analyst","Compensation","Vancouver","HumanResources",36.69225396,18.69225396,0,"HeadOffice",0.58014067
1517,"Morgan","Steven","M","Chilliwack","Compensation Analyst","Compensation","Vancouver","HumanResources",47.57147,15.44331384,69.0022534,"HeadOffice",3.075119792
1518,"Davis","Amanda","F","Fraser Lake","Dairy Person","Dairy","Prince George","Stores",51.5183344,5.199432396,162.5870192,"Stores",4.797521041
1519,"Guerrero","Theodore","M","Vancouver","Cashier","Customer Service","Vancouver","Stores",56.35519238,7.901827666,76.45006398,"Stores",5.532929868
1520,"Whitaker","Kelly","M","Vancouver","Cashier","Customer Service","Vancouver","Stores",51.71732512,5.207988296,66.85704382,"Stores",4.837027735
1521,"Maloney","Allen","M","Port Alberni","Dairy Person","Dairy","Nanaimo","Stores",33.94028258,5.73745268,0,"Stores",1.191015701
1522,"Coleman","Rhonda","F","Penticton","Customer Service Manager","Customer Service","Kelowna","Stores",31.56273172,4.148724399,22.30228931,"Stores",0.852999444
1523,"Sims","John","M","North Vancouver","Compensation Analyst","Compensation","Vancouver","HumanResources",40.06857,15.06405475,36.25433737,"HeadOffice",1.590636925
1524,"Wilson","Kathryn","F","Vancouver","Accounts Receiveable Clerk","Accounts Receiveable","Vancouver","FinanceAndAccounting",37.48114,12.941126,0,"HeadOffice",1.258298131
1525,"Lucas","Frances","F","Vancouver","Cashier","Customer Service","Vancouver","Stores",53.53472684,5.965399373,124.4174646,"Stores",5.136608521
1526,"Walls","Mary","F","Vancouver","Cashier","Customer Service","Vancouver","Stores",35.54434356,3.78118643,40.54624038,"Stores",1.692058272
1527,"Jackson","Joyce","F","Iskut","Dairy Person","Dairy","Terrace","Stores",59.55288406,3.923031327,122.1279087,"Stores",6.538877641
1528,"Godin","David","M","Victoria","Meat Cutter","Meats","Victoria","Stores",55.19406321,4.634907881,111.3969266,"Stores",5.592424398
1529,"Skaggs","Walter","M","Vancouver","Accounts Receiveable Clerk","Accounts Receiveable","Vancouver","FinanceAndAccounting",38.58771,13.8691928,0,"HeadOffice",1.398613316
1530,"Chen","Jeanette","F","Vernon","Customer Service Manager","Customer Service","Vernon","Stores",37.28255485,5.004739308,62.10166491,"Stores",1.933586211
1531,"Ladner","Stephanie","F","Kelowna","Dairy Person","Dairy","Kelowna","Stores",22.69947728,6.813902216,0,"Stores",-1.18129812
1532,"Kelly","Brian","M","Seton Portage","Dairy Person","Dairy","Kamloops","Stores",44.56667402,6.387850381,67.07774081,"Stores",3.283285672
1533,"Wheeler","Frances","F","Burnaby","Accounts Receiveable Clerk","Accounts Receiveable","Vancouver","FinanceAndAccounting",51.49203,2,95.25419977,"HeadOffice",5.080633117
1534,"White","Dolores","F","Cranbrook","Produce Manager","Produce","Cranbrook","Stores",54.93712455,3.712698453,56.37950642,"Stores",5.623556393
1535,"Shapiro","Edmond","M","Richmond","Accounts Receiveable Clerk","Accounts Receiveable","Vancouver","FinanceAndAccounting",51.35583,12.292913,43.88459795,"HeadOffice",4.125134224
1536,"Abbott","Monty","M","Avola","Processed Foods Manager","Processed Foods","Kamloops","Stores",20.1805642,5.544612621,0,"Stores",-1.576725882
1537,"Sims","Dorothy","F","New Westminister","Dairy Person","Dairy","New Westminister","Stores",55.35985612,5.753459788,109.2038931,"Stores",5.525142708
1538,"Royal","Shirley","F","New Westminster","Accounts Payable Clerk","Accounts Payable","Vancouver","FinanceAndAccounting",38.58771,4.567056,0,"HeadOffice",2.237222934
1539,"Hammond","Christopher","M","Surrey","Dairy Person","Dairy","Surrey","Stores",49.92708862,4.006986995,143.8674774,"Stores",4.582936212
1540,"Sousa","Roger","M","Rock Creek","Dairy Person","Dairy","Kelowna","Stores",57.79286267,4.903631072,76.91005608,"Stores",6.094225516
1541,"Trudel","Barbara","F","Vernon","Meat Cutter","Meats","Vernon","Stores",42.10283822,8.222626801,30.91999929,"Stores",2.619167303
1542,"Hinds","Maricela","F","Kimberley","Bakery Manager","Bakery","Cranbrook","Stores",52.08854833,4.513811442,149.3435972,"Stores",4.974749302
1543,"Tinsley","Betty","F","Vancouver","Accounts Payable Clerk","Accounts Payable","Vancouver","FinanceAndAccounting",51.49203,7.03801,74.03112434,"HeadOffice",4.626444609
1544,"Wallace","David","M","Trail","Meats Manager","Meats","Trail","Stores",35.36894057,3.297133308,19.17839314,"Stores",1.700193205
1545,"Royster","Lucile","F","Dawson Creek","Baker","Bakery","Dawson Creek","Stores",50.95116925,4.941160748,119.0327168,"Stores",4.706004036
1546,"Terpstra","Hassan","M","Courtenay","Processed Foods Manager","Processed Foods","Nanaimo","Stores",65.3230608,4.718960056,187.6991758,"Stores",7.635073473
1548,"Russell","Marjorie","F","Kelowna","Meat Cutter","Meats","Kelowna","Stores",34.03522444,3.407511909,15.76722578,"Stores",1.420282702
1549,"Wilson","Ignacio","M","Port Hardy","Meat Cutter","Meats","Nanaimo","Stores",33.28762936,6.88427155,0,"Stores",0.955522689
1550,"James","Charles","M","Vancouver","Accounts Payable Clerk","Accounts Payable","Vancouver","FinanceAndAccounting",51.35583,10.7166332,52.41725143,"HeadOffice",4.267239574
1551,"Nealey","Joy","F","Port Coquitlam","Dairy Person","Dairy","Port Coquitlam","Stores",42.67195473,5.864372887,121.1646574,"Stores",2.946965248
1552,"Spencer","Cynthia","F","Iskut","Processed Foods Manager","Processed Foods","Terrace","Stores",31.06811493,7.479459278,0,"Stores",0.452609649
1553,"Ouimet","Wally","M","Black Point","Meat Cutter","Meats","Vernon","Stores",55.27061896,4.93836844,128.6456172,"Stores",5.580562483
1554,"Austin","Ronald","M","Victoria","Meat Cutter","Meats","Victoria","Stores",45.22842278,3.488781633,115.8145948,"Stores",3.678589195
1555,"Russell","Joan","F","Vancouver","Cashier","Customer Service","Vancouver","Stores",32.93956989,4.968868942,18.73012832,"Stores",1.057749488
1556,"Mitchell","Daniel","M","Kaslo","Dairy Person","Dairy","Cranbrook","Stores",37.73271561,3.528923916,35.78949726,"Stores",2.157752215
1557,"Anderson","Douglas","M","Port Hardy","Dairy Person","Dairy","Nanaimo","Stores",49.49242201,1.890875965,87.67191586,"Stores",4.68572706
1558,"Duran","Margie","F","Cranbrook","Processed Foods Manager","Processed Foods","Cranbrook","Stores",40.3065906,5.882306905,44.0469685,"Stores",2.466571323
1559,"Roth","Stanley","M","New Westminster","Auditor","Audit","Vancouver","FinanceAndAccounting",36.86253,9.1403534,0,"HeadOffice",1.475732926
1560,"Magee","Kathleen","F","Vancouver","Auditor","Audit","Vancouver","FinanceAndAccounting",34.13455,14.551033,0,"HeadOffice",0.435772584
1561,"Wood","Katie","F","Richmond","Dairy Person","Dairy","Richmond","Stores",53.93223458,5.998280745,139.4244662,"Stores",5.214104364
1563,"Speed","Ruben","M","Vancouver","Cashier","Customer Service","Vancouver","Stores",47.09097808,6.976342611,45.49974006,"Stores",3.741180122
1564,"Ramirez","Barbara","F","Willow Point","Produce Manager","Produce","Trail","Stores",49.458279,4.285172935,97.59513001,"Stores",4.462964589
1565,"Mecham","Thomas","M","Trail","Dairy Person","Dairy","Trail","Stores",61.10048711,2.605054936,134.8159738,"Stores",6.970949132
1566,"Dunn","Van","M","New Westminster","Auditor","Audit","Vancouver","FinanceAndAccounting",53.36731,7.5640736,104.3819258,"HeadOffice",4.958597151
1567,"Heid","Dana","F","Kelowna","Meat Cutter","Meats","Kelowna","Stores",37.32245855,7.246435116,37.67224816,"Stores",1.739569007
1568,"Edson","Elsie","F","Whistler","Produce Manager","Produce","Squamish","Stores",44.20182176,3.451549454,133.5033109,"Stores",3.474149812
1569,"Nimmons","John","M","Skookumchuck","Meat Cutter","Meats","Nanaimo","Stores",55.38113592,4.593300944,82.01906249,"Stores",5.634041048
1570,"Klein","Ida","F","Surrey","Dairy Person","Dairy","Surrey","Stores",43.82792744,5.887753036,77.23774024,"Stores",3.178839755
1571,"Gossett","Sandra","F","New Westminster","Accounting Clerk","Accounting","Vancouver","FinanceAndAccounting",28.54275,4.937957,0,"HeadOffice",0.170568937
1572,"Sullivan","Nolan","M","Burnaby","Dairy Person","Dairy","Burnaby","Stores",44.21244309,7.879570324,114.4509883,"Stores",3.077103145
1573,"Gutierrez","Mitchell","M","Midway","Bakery Manager","Bakery","Trail","Stores",48.13477486,6.283380223,86.68123298,"Stores",4.014928893
1574,"Donohue","James","M","Midway","Dairy Person","Dairy","Trail","Stores",51.1787782,6.659582946,88.23736624,"Stores",4.597154905
1575,"Sousa","James","M","Nanaimo","Meat Cutter","Meats","Nanaimo","Stores",34.74960577,8.04589467,22.90134342,"Stores",1.146720599
1576,"Heroux","Elijah","M","Vancouver","Cashier","Customer Service","Vancouver","Stores",35.02589406,3.814045513,59.66601999,"Stores",1.584155756
1577,"Hosier","Christopher","M","Mayne Island","Meat Cutter","Meats","Victoria","Stores",25.03949928,6.028375836,0,"Stores",-0.63683347
1578,"Simpson","Charlotte","F","Vancouver","Accounting Clerk","Accounting","Vancouver","FinanceAndAccounting",44.14849,3.217576,76.07563798,"HeadOffice",3.484448105
1579,"Thompson","Nicole","F","Vancouver","Accounting Clerk","Accounting","Vancouver","FinanceAndAccounting",46.2326,12.941126,34.28924356,"HeadOffice",3.029695125
1580,"Aparicio","Cheryl","F","Fort St John","Bakery Manager","Bakery","Fort St John","Stores",37.54991941,4.699967343,22.39200199,"Stores",2.015179811
1581,"Dreyer","Steven","M","Whistler","Bakery Manager","Bakery","Squamish","Stores",48.47208218,8.83888848,58.26184527,"Stores",3.852818697
1582,"Brown","Mark","M","Burnaby","Dairy Person","Dairy","Burnaby","Stores",39.51063254,7.043433155,31.18648782,"Stores",2.200781905
1583,"Tindle","Brenda","F","Britannia Beach","Dairy Person","Dairy","Squamish","Stores",39.2823123,4.163242459,24.49712557,"Stores",2.414223239
1584,"Moore","Mary","F","Richmond","Dairy Person","Dairy","Richmond","Stores",49.73311766,5.415795764,99.50829797,"Stores",4.416666801
1585,"McDougle","Jewel","M","Courtenay","Meat Cutter","Meats","Nanaimo","Stores",52.52067511,6.555116228,84.89864401,"Stores",4.878188323
1586,"Naylor","Mark","M","Victoria","Meat Cutter","Meats","Victoria","Stores",43.8343336,7.593772268,62.72179805,"Stores",3.02633477
1587,"Orr","Sharon","F","Mcbride","Meats Manager","Meats","Prince George","Stores",47.79068886,4.306681182,90.65651823,"Stores",4.123485986
1588,"Gutierrez","Sherman","M","Victoria","Meat Cutter","Meats","Victoria","Stores",37.73424671,6.391830988,5.734258443,"Stores",1.899964288
1589,"Duckworth","Lori","F","Ashcroft","Customer Service Manager","Customer Service","Kamloops","Stores",30.23211232,4.1444113,33.35784768,"Stores",0.584055483
1590,"Styles","Robert","M","Sparwood","Customer Service Manager","Customer Service","Cranbrook","Stores",42.52687284,4.164526743,47.2060541,"Stores",3.070844138
1591,"Green","Concepcion","F","Vancouver","Cashier","Customer Service","Vancouver","Stores",41.92326246,7.277363229,69.60657604,"Stores",2.668036831
1592,"Clark","Maxine","F","Aldergrove","Accounting Clerk","Accounting","Vancouver","FinanceAndAccounting",33.11606,2,0,"HeadOffice",1.361123685
1593,"Centeno","Carlos","M","Trail","Processed Foods Manager","Processed Foods","Trail","Stores",59.88939662,5.936829242,142.4361977,"Stores",6.425443044
1594,"Spurlock","Barbara","F","Burnaby","Accounting Clerk","Accounting","Vancouver","FinanceAndAccounting",37.15901,2,103.6878395,"HeadOffice",2.17946365
1595,"Barth","Blanche","F","Port Edward","Customer Service Manager","Customer Service","Terrace","Stores",50.47006472,6.46005327,97.73720071,"Stores",4.47169115
1596,"Davis","Steven","M","Surrey","Investment Analyst","Investment","Vancouver","FinanceAndAccounting",63.16749,5.9877938,148.7596883,"HeadOffice",7.084372584
1597,"Mann","Danny","M","Vancouver","Investment Analyst","Investment","Vancouver","FinanceAndAccounting",51.89984,4.411514,113.9210127,"HeadOffice",4.945774904
1598,"Stephens","Annie","F","Surrey","Investment Analyst","Investment","Vancouver","FinanceAndAccounting",48.21607,2,158.0095958,"HeadOffice",4.417540822
1599,"Forbush","Michael","M","Surrey","Bakery Manager","Bakery","Surrey","Stores",36.45498804,6.677881319,0,"Stores",1.615239385
1600,"Wade","Dennis","M","Victoria","Meat Cutter","Meats","Victoria","Stores",24.7490071,5.747335836,0,"Stores",-0.670296036
1601,"Strickland","Amelia","F","Surrey","Dairy Person","Dairy","Surrey","Stores",28.82595474,6.15236987,11.28358254,"Stores",0.118410671
1602,"Johnson","Karen","F","New Westminster","Dairy Person","Dairy","New Westminster","Stores",65.21139326,6.500300598,252.1935348,"Stores",7.451878608
1603,"Myers","Dorothy","F","Vancouver","Store Manager","Store Management","Vancouver","Stores",44.46001198,7.606748907,92.8500769,"Stores",3.151809455
1604,"Bolin","Elizabeth","F","Victoria","Dairy Person","Dairy","Victoria","Stores",30.81257159,4.42004528,9.716189432,"Stores",0.676698116
1605,"Foret","James","M","North Vancouver","Store Manager","Store Management","North Vancouver","Stores",36.32363054,6.017381705,0,"Stores",1.648196705
1606,"Brannum","Gertrude","F","Canal Flats","Dairy Person","Dairy","Cranbrook","Stores",43.21204521,4.281921958,39.46046537,"Stores",3.198947516
1607,"Fischer","Robert","M","Vancouver","Cashier","Customer Service","Vancouver","Stores",53.64493698,4.719226996,106.5314936,"Stores",5.271261717
1608,"Toledo","Sue","F","Vancouver","Cashier","Customer Service","Vancouver","Stores",58.56830351,5.419523622,137.6513291,"Stores",6.204674802
1609,"Ulloa","Benjamin","M","Vancouver","Cashier","Customer Service","Vancouver","Stores",39.20213694,6.815846175,0,"Stores",2.158856323
1610,"Jackson","Michael","M","Nanaimo","Meat Cutter","Meats","Nanaimo","Stores",27.92056055,3.444226309,0,"Stores",0.179293929
1611,"Kolodziej","Darron","M","Vancouver","Meats Manager","Meats","Vancouver","Stores",57.28341478,5.162559831,146.9058794,"Stores",5.967764316
1612,"Ridgeway","Tammy","F","Vancouver","Produce Manager","Produce","Vancouver","Stores",58.07690599,5.572237539,143.0715644,"Stores",6.091442725
1613,"Dilday","Michael","M","Grand Forks","Store Manager","Store Management","Grand Forks","Stores",37.93262724,6.878971795,41.70783489,"Stores",1.896201913
1614,"Coleman","Eldon","M","Osoyoos","Dairy Person","Dairy","Kelowna","Stores",45.64226576,6.464911166,5.050380345,"Stores",3.494050702
1615,"Helms","Lisa","F","West Vancouver","Store Manager","Store Management","West Vancouver","Stores",32.48262484,3.932562922,23.40910406,"Stores",1.058683948
1616,"Fujita","Felicia","F","Surrey","Dairy Person","Dairy","Surrey","Stores",49.12294144,2.805860081,109.169773,"Stores",4.528451928
1617,"Senger","Linda","F","Victoria","Meat Cutter","Meats","Victoria","Stores",57.90848153,5.159893186,160.1006454,"Stores",6.094525479
1618,"Gupta","Betty","F","Vancouver","Bakery Manager","Bakery","Vancouver","Stores",32.62154774,7.036987781,24.09034041,"Stores",0.806932316
